Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,02-May-2014,29-May-2014,CE,14500.00,131.10,139.95,116.00,130.35,133.00,130.35,3532.00,12918.76,11526297.50,138400.00,-12025.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,14600.00,115.10,120.00,100.00,114.50,117.00,114.50,554.00,2037.67,1557008.75,71850.00,-3100.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,14700.00,99.85,113.95,88.35,101.70,103.75,101.70,1759.00,6509.08,4475535.00,49975.00,3675.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,14200.00,194.20,200.65,163.55,188.25,189.05,188.25,279.00,1003.47,1302397.50,10050.00,850.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,14400.00,154.05,156.50,138.60,148.55,149.00,148.55,515.00,1873.09,1908606.25,36750.00,-25.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,14100.00,216.00,225.00,194.90,211.30,213.00,211.30,249.00,890.89,1316192.50,11200.00,975.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,14300.00,166.00,170.00,151.00,165.00,165.00,165.00,37.00,133.74,146625.00,5100.00,550.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,14000.00,235.00,250.25,214.00,234.15,238.20,234.15,5122.00,18229.22,30222298.75,180175.00,-100.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13900.00,270.95,280.15,243.75,265.00,265.00,265.00,143.00,506.42,949870.00,9250.00,-1350.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13800.00,264.00,309.75,264.00,291.25,294.55,291.25,474.00,1669.98,3467988.75,11375.00,2425.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13500.00,379.65,420.00,369.65,387.90,394.20,387.90,3966.00,13776.28,39103013.75,220425.00,9075.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13600.00,370.00,383.90,337.05,354.25,355.00,354.25,334.00,1165.79,3018601.25,6675.00,-525.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13700.00,333.50,346.35,302.60,322.60,319.30,322.60,217.00,760.72,1749820.00,9950.00,875.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13400.00,445.10,464.30,409.95,428.90,412.00,428.90,466.00,1611.54,5043986.25,63100.00,175.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13300.00,480.05,506.00,448.60,466.55,466.35,466.55,435.00,1498.07,5169156.25,17500.00,-825.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13200.00,537.60,550.00,488.65,511.65,511.00,511.65,1605.00,5505.80,20930148.75,61725.00,-2850.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13100.00,606.80,606.85,531.60,555.55,556.00,555.55,1070.00,3655.73,15147942.50,60875.00,450.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,13000.00,622.00,650.05,577.15,604.00,602.15,604.00,3450.00,11740.19,52769157.50,98800.00,7375.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12900.00,684.80,703.30,630.00,652.25,649.30,652.25,240.00,813.69,3968586.25,7250.00,1500.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12700.00,780.15,780.15,734.25,750.00,750.00,750.00,45.00,151.36,848533.75,3225.00,400.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12800.00,750.00,760.00,680.00,706.85,706.85,706.85,133.00,449.20,2360180.00,3025.00,-1125.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12600.00,842.50,842.50,810.50,825.55,825.55,825.55,27.00,90.56,551401.25,1975.00,400.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12500.00,941.95,941.95,845.00,871.30,875.70,871.30,80.00,267.61,1760765.00,21400.00,125.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12400.00,940.60,970.00,940.60,970.00,970.00,970.00,22.00,73.39,518550.00,2250.00,475.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12100.00,-,-,-,1315.85,1315.85,885.10,-,-,-,550.00,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12200.00,1075.70,1075.70,1075.70,1075.70,1075.70,1075.70,20.00,66.38,537850.00,750.00,-275.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12300.00,1006.75,1008.40,1006.75,1008.40,1008.40,1008.40,21.00,69.86,528585.00,1300.00,525.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,12000.00,1255.85,1281.00,1160.00,1192.50,1195.00,1192.50,53.00,175.40,1640108.75,18950.00,-725.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11800.00,-,-,-,1750.00,1750.00,1147.85,-,-,-,350.00,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11700.00,-,-,-,1291.10,1291.10,1239.95,-,-,-,25.00,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11900.00,-,-,-,226.75,-,1057.80,-,-,-,-,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11600.00,-,-,-,1700.00,1700.00,1333.65,-,-,-,50.00,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11500.00,1665.75,1665.75,1555.55,1580.00,1580.00,1580.00,39.00,127.73,1560446.25,21950.00,-150.00,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11300.00,-,-,-,1799.00,1799.00,1621.90,-,-,-,250.00,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11200.00,-,-,-,2106.40,2106.40,1719.60,-,-,-,350.00,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11400.00,-,-,-,1850.00,1850.00,1524.90,-,-,-,150.00,-,12842.00
BANKNIFTY,02-May-2014,29-May-2014,CE,11100.00,-,-,-,491.40,-,1817.80,-,-,-,-,-,12842.00
