Strike_Price,Spot_Price,Time,BS_Call,MC_Call,FD_Call,close,pred,C(T+1)
9218.95,10500.0,0.101369863,28.94724547,30.48199533,25.13164817,61.95,67.02038467027728,81.75
15344.0,17300.0,0.1369863014,110.57699,115.9511104,98.77133948,240.8,240.7025357618537,240.8
10142.95,11600.0,0.1534246575,161.9227006,163.226019,153.8572235,589.95,589.9610223687819,589.95
8845.75,10900.0,0.1561643836,24.89813128,28.589248,21.58300797,875.8,875.7975583283147,875.8
8870.5,10000.0,0.1780821918,26.68331471,29.57905118,17.79950054,180.0,197.0554510743532,150.0
18528.35,19400.0,0.08493150685,440.5225322,440.2899821,434.5581984,144.55,147.9016468157406,171.2
15111.2,16100.0,0.197260274,622.9816556,656.0119129,604.4412417,577.85,577.798470985326,577.85
8664.2,10100.0,0.2356164384,32.29302381,33.04654282,21.43452528,469.15,469.18025574109936,469.15
12987.1,13500.0,0.101369863,278.5311693,288.0327271,259.2724841,488.35,486.9967927057621,520.8
11054.9,11800.0,0.1342465753,304.8049508,327.5384211,296.2614734,645.3,644.8743212882587,198.0
12604.95,13800.0,0.1726027397,49.07758547,56.69175065,32.63117834,215.25,215.12531907717835,358.0
10906.75,11900.0,0.1726027397,301.5312675,307.8123281,289.571123,922.35,922.3544121930506,922.35
15838.6,17100.0,0.1178082192,126.8221196,130.3167706,109.2113757,75.0,74.1414820759851,90.0
14846.8,16000.0,0.1232876712,457.0750657,457.7089597,463.9417675,93.05,93.58399246558798,117.85
14821.7,15800.0,0.2109589041,862.8627106,893.0491149,890.742604,599.25,599.3283989312724,599.25
11178.3,13100.0,0.1808219178,88.22732338,88.0901072,81.60299662,678.6,678.4949783564364,678.6
11283.3,11900.0,0.2191780822,532.183238,538.1278047,515.6438606,470.35,470.3401220691181,470.35
10336.55,11100.0,0.1917808219,324.3331056,329.069992,302.3826898,878.45,878.1901778551918,878.45
18326.6,19200.0,0.1150684932,624.3339092,643.8687412,621.9202588,200.0,199.90576427819974,250.0
11792.05,13600.0,0.1397260274,15.47780605,15.55676156,11.71261274,136.45,136.46364282971524,136.45
15220.4,16300.0,0.1178082192,287.6005765,278.2602188,274.3259321,517.65,517.4309543223301,517.65
15076.35,17100.0,0.1808219178,84.90959278,88.93245987,70.10052624,440.7,440.8071889312047,440.7
9985.65,10400.0,0.2164383562,306.9875056,315.1728942,249.3382957,1121.9,1121.78117334834,1121.9
