Strike_Price,Spot_Price,Time,BS_Call,MC_Call,FD_Call,close,pred,C(T+1)
8904.6,9000.0,0.07671232877,203.4840232,213.8886402,183.1682778,355.75,341.9217515658962,418.55
15717.65,16000.0,0.002739726027,38.37076599,38.06884377,38.44875716,3.3,-3.0639140717020155,0.05
12141.45,11800.0,0.03835616438,541.1943106,546.4022336,533.3165719,493.9,467.56709286229227,431.35
13239.45,13100.0,0.03835616438,395.6291221,403.7978315,387.3509744,278.2,248.26931182501556,319.05
17390.2,17800.0,0.04383561644,69.56650692,71.7366948,58.68300551,134.7,160.622476778879,188.4
14997.5,15200.0,0.06301369863,429.8497333,432.2423806,421.2766366,402.95,354.7796543190855,346.75
17975.95,17900.0,0.07671232877,959.7274316,953.3724264,979.2036714,525.2,536.9875794024708,499.9
11843.45,11700.0,0.04383561644,414.1096699,405.1678467,407.4127622,420.25,384.9776829688174,362.35
15030.0,14900.0,0.02739726027,217.6780155,221.6215472,199.4311928,376.2,414.36692412387254,628.2
11208.65,11400.0,0.02465753425,147.5879737,148.9773201,145.4986032,178.4,144.4363975120462,227.8
12709.95,12800.0,0.07671232877,450.3195693,455.9273491,443.786621,280.95,276.58217114055924,106.85
10175.9,10300.0,0.005479452055,25.01109226,25.96578765,24.27184116,111.4,57.94042923083816,27.9
10651.95,10900.0,0.06575342466,245.6366373,246.8927986,235.8527804,134.1,181.87826584892264,253.85
15669.0,15100.0,0.008219178082,587.0245061,586.2858516,582.3200263,566.85,531.2800233048526,542.1
13239.45,13500.0,0.03835616438,184.1853455,189.7305586,178.0156904,115.95,95.30786175947867,127.85
8904.6,9100.0,0.07671232877,189.4485786,196.3359107,174.0390776,307.3,301.21740404922645,369.25
16667.0,17100.0,0.005479452055,7.474806241,7.847974655,7.167599587,7.2,5.492065441954196,2.85
10583.05,10600.0,0.04383561644,217.3661888,218.3611771,206.011632,298.4,300.429038955147,257.55
11814.85,11700.0,0.04109589041,385.0388642,393.3473004,380.4841037,332.65,307.4977199236953,268.35
15427.35,15800.0,0.02465753425,270.6151396,268.3818133,273.8749438,54.7,45.33047220844719,51.7
18782.85,19300.0,0.05479452055,448.2989016,459.1381912,447.3824197,119.05,134.64734149770248,108.25
10368.4,10000.0,0.02739726027,405.9051674,408.4137116,387.3138249,550.0,526.255146147455,498.35
9703.1,9600.0,0.06301369863,236.219965,241.2092125,206.1616283,412.15,438.334984490742,428.2
13181.5,13100.0,0.02739726027,310.2923498,314.2860378,305.4311462,221.5,187.0609101917883,151.1
15084.0,14400.0,0.005479452055,689.7912419,692.1539296,684.1256174,715.0,660.2656228618717,749.9
12087.05,12400.0,0.04657534247,139.0041389,142.9296061,131.9656021,151.75,142.07769491666062,83.9
11241.65,11200.0,0.005479452055,129.8963533,128.3098784,128.944974,137.05,95.7336345603859,104.5
14997.5,14800.0,0.06301369863,324.413695,335.4497164,278.6533848,657.05,627.566757875228,515.9
11820.5,11500.0,0.04383561644,555.0012026,555.0752403,553.4306166,450.0,453.8024474935947,449.8
15111.2,15500.0,0.02465753425,343.0778982,340.2116821,353.9043711,151.9,113.02861285059026,74.8
15741.2,15500.0,0.05753424658,944.9576156,938.4473171,981.4842521,439.7,398.3677324148319,261.5
11790.25,11600.0,0.02739726027,395.4551091,406.28576,394.0938369,328.75,305.8126038882084,71.4
15838.6,15700.0,0.02191780822,495.0574196,496.7283155,500.3960849,288.35,275.1482098224633,525.3
11970.25,11900.0,0.05753424658,451.0126166,463.6845002,443.2852601,253.75,300.2890768108723,410.25
11523.4,11200.0,0.06301369863,576.7734926,578.6541235,566.4725222,457.75,502.14300399185714,332.4
11306.5,11100.0,0.03835616438,404.886536,410.3692285,398.8417295,316.05,327.1788901177999,377.55
12020.75,11700.0,0.03835616438,508.8810368,511.0827844,500.054246,441.2,423.77404811846463,290.8
11498.9,11300.0,0.06301369863,508.7597388,509.0256942,497.7660366,520.4,521.2737177218439,368.8
11344.1,11400.0,0.0602739726,346.3076615,366.2986523,339.2679498,209.85,249.7914923935689,139.7
12043.15,12300.0,0.04383561644,178.4989268,183.9854615,169.2274278,206.65,185.01188653125166,180.35
15333.4,15600.0,0.0602739726,676.8223068,693.1036958,704.3401126,246.85,235.28443394542006,238.9
12752.3,12600.0,0.05479452055,466.3604616,465.6818133,456.66248,340.7,319.8999767916815,356.5
14489.75,13900.0,0.04657534247,660.3398975,663.0047494,623.9428654,529.3,518.3985378773585,529.3
12568.85,12300.0,0.04657534247,466.3657607,476.270947,453.2560838,403.55,377.5846502988411,389.15
10158.55,9700.0,0.03835616438,493.8464567,496.8432999,463.7668662,651.95,627.9913420858868,651.3
13181.5,12700.0,0.02739726027,625.5627493,633.8890769,624.349816,516.8,494.61908084689804,400.2
15427.8,14800.0,0.04383561644,677.0085375,687.2860119,633.0671808,734.0,738.6844935795539,732.0
15055.55,14400.0,0.01917808219,675.855249,676.4448801,656.0926032,732.5,704.6249497746844,922.8
17702.55,17400.0,0.02465753425,428.5550084,433.1044435,412.9190673,400.2,442.96379144143475,315.55
10899.3,10400.0,0.07945205479,631.1661188,644.8960643,594.7438404,642.65,665.7477697798754,716.25
15222.15,14900.0,0.02739726027,371.35187,378.5074991,347.4698108,516.25,554.8004875876641,445.05
18405.0,18300.0,0.03561643836,669.8096814,670.622894,678.3425284,378.5,332.55630541581263,313.0
11306.5,11300.0,0.03835616438,304.7783256,307.5080047,299.9264867,194.7,202.95115116198917,227.55
15175.9,15200.0,0.008219178082,172.3544892,171.1377695,171.371295,186.05,140.93458311000984,84.5
12643.05,13000.0,0.0602739726,410.9650522,420.1925919,420.7259021,124.25,157.95572408195636,100.8
11126.25,10600.0,0.05753424658,627.8176346,631.5418332,604.7601584,600.0,620.8624394181548,600.0
11686.75,11400.0,0.03835616438,469.5960743,475.1723184,463.0177183,465.5,436.4859582385048,599.0
15173.35,15200.0,0.07945205479,588.4734036,607.9504662,574.6773982,456.65,396.3422957106437,365.15
11526.25,11600.0,0.02739726027,247.8301162,250.9454677,247.3452652,139.45,130.49913731130732,322.25
17390.2,17300.0,0.04383561644,466.7135195,477.6695016,452.6048177,370.9,422.76666040069006,486.75
18037.05,18200.0,0.005479452055,211.3197819,213.7341954,214.1577219,54.9,9.770202090706903,16.0
18405.0,18600.0,0.03561643836,487.1919323,484.3030642,490.890398,207.9,174.42984043481476,168.05
16444.7,16500.0,0.02191780822,262.3896882,266.0779484,257.4599978,127.5,120.72729527564144,123.1
12643.05,12200.0,0.0602739726,659.6345055,671.4966995,646.5962878,549.95,537.143951495374,493.25
11226.15,10900.0,0.02465753425,425.8908726,424.9960016,419.9942244,608.05,560.7050040485815,245.3
9268.9,9200.0,0.01917808219,179.4935281,184.7832289,173.4760518,281.7,285.131853983013,341.95
17645.05,17100.0,0.01917808219,607.5363239,609.9933541,593.7754895,603.45,601.4147669967881,992.15
12949.4,13000.0,0.03835616438,437.7217841,452.4385737,442.8911434,226.7,218.9747582613321,155.25
18525.3,18800.0,0.06301369863,619.5008129,623.0553866,620.7169147,317.75,306.32253801008335,273.3
12141.45,11700.0,0.03835616438,596.7719972,612.8338021,585.9349388,570.5,543.8640822030832,496.85
10909.35,10900.0,0.005479452055,104.3642015,103.9412779,103.4895473,124.75,80.32764141440532,84.45
15392.25,15400.0,0.08219178082,903.4719426,913.9662105,934.52537,343.7,319.433664936367,288.0
15321.35,15500.0,0.08219178082,879.5753736,888.553611,923.6527401,442.05,395.11963114704224,515.05
18782.85,17900.0,0.05479452055,1322.818716,1365.845041,1342.182948,960.8,899.8288091433297,1035.75
11473.15,11100.0,0.07671232877,643.9668939,653.012789,623.8265616,594.35,618.5583115092534,767.4
18281.95,18700.0,0.08219178082,806.9817461,817.7916021,828.4579511,257.3,293.7834750352133,178.75
15367.6,15200.0,0.06575342466,639.2455489,641.4362917,628.4136498,630.0,586.4819274339901,402.95
9268.9,9300.0,0.01917808219,105.7807612,108.3187212,100.686292,226.55,221.86570856137018,268.45
11792.05,11300.0,0.06301369863,709.6759482,730.7977515,695.624209,562.95,588.8214079931503,645.9
11372.95,11600.0,0.02739726027,180.8947946,178.9273964,180.3489402,183.25,146.52470010302795,110.0
8664.2,8500.0,0.06301369863,215.1205581,226.0602109,172.6701201,497.4,566.24379205648,619.95
11122.25,10700.0,0.04109589041,508.5336859,510.2010428,492.0095393,440.0,468.29854676660284,657.65
16206.7,16100.0,0.04657534247,568.0144764,575.4971859,563.6975986,351.0,360.26712923979744,322.3
10902.45,11200.0,0.01917808219,84.59272431,84.22460772,82.56881959,88.0,63.14193814246323,71.0
10909.35,11000.0,0.005479452055,65.70694721,64.98567996,65.27300095,80.2,41.10509690247227,43.45
9757.25,10000.0,0.0602739726,93.65238056,96.18730425,80.2191231,233.2,291.95668311368576,234.3
17262.4,16600.0,0.04657534247,918.9654095,926.8837321,908.6429401,818.15,872.1780335211075,911.55
10523.35,10100.0,0.04109589041,481.7579765,486.5060355,460.5265325,616.65,594.8629278954008,775.0
11970.25,11700.0,0.05753424658,547.5856094,559.1134776,536.0680263,392.65,425.53588249762186,575.2
16427.25,16200.0,0.02465753425,505.2966234,516.7295816,503.391594,320.25,326.53264723693655,322.25
17865.75,17900.0,0.01917808219,430.0512424,445.5176905,434.5768547,256.4,215.77338257916585,525.95
12450.0,11900.0,0.005479452055,559.425239,555.8873207,557.7071918,585.0,552.4918581896302,642.25
11254.85,11400.0,0.02191780822,153.6444763,157.5439143,151.093694,100.85,81.89935578990344,81.85
12108.1,11700.0,0.04657534247,603.3946898,613.4259505,591.8592165,577.05,555.558625488734,535.15
10209.55,9900.0,0.08219178082,417.9992382,427.7620449,377.7326134,672.4,638.3657906190209,465.15
11238.35,11500.0,0.01917808219,123.99516,126.3014137,123.2603481,52.85,41.211823281603756,31.7
12108.1,11600.0,0.04657534247,704.5053949,720.6275194,697.1664037,648.6,629.648820421361,626.0
