Symbol,date,expiry,open,close,Strike_Price,Spot_Price,Risk_Free_Intrest,Time,Volatility,LTP,BS_Call,MC_Call,FD_Call,C(T+1),C_BS(T+1),C_MC(T+1),C_FD(T+1)
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,69.1,11575.6,14400.0,0.00094,0.06575342466,0.1049976529,-,4.85e-14,0.0,-0.0003164067154,69.1,1.14e-07,0.0,-0.0001404055636
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,35.0,11575.6,14500.0,0.00094,0.06575342466,0.1358245724,-,8.75e-09,0.0,-0.0001970368722,35.0,2.6e-09,0.0,-0.00018165064
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,62.75,11575.6,14300.0,0.00094,0.06575342466,0.1156394789,-,9.02e-11,0.0,-0.0002388665322,62.75,2.23e-08,0.0,-0.0001469077137
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,74.0,11575.6,14200.0,0.00094,0.06575342466,0.11717586,-,9.08e-10,0.0,-0.0002040896178,74.0,1.57e-16,0.0,-0.0002864668945
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,70.65,11575.6,14100.0,0.00094,0.06575342466,0.08094998074,-,2.54e-19,0.0,-0.0003445254551,70.65,0.2683626851,0.2153936224,0.200668453
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,82.7,11575.6,14000.0,0.00094,0.06575342466,0.2211210982,-,0.1052061346,0.04070283465,0.07392066825,82.7,0.005666895001,0.0,0.00273660752
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,96.45,11575.6,13900.0,0.00094,0.06575342466,0.1628043343,-,0.001148706063,0.0,0.0004796798654,96.45,0.8238298033,1.134079989,0.6350815564
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,0.1,11575.6,13700.0,0.00094,0.06575342466,0.2169462882,0.1,0.3331930942,0.369650691,0.2403807435,0.1,0.00566246343,0.0,0.002647562298
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,112.05,11575.6,13800.0,0.00094,0.06575342466,0.1558666921,-,0.001050181048,0.0,0.0004057700957,112.05,0.6369058759,0.6308635656,0.4597996972
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,5.0,11575.6,13600.0,0.00094,0.06575342466,0.2017847447,5,0.233870893,0.2497765886,0.1670339278,5.0,9.066675359,9.818130711,7.939823342
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,0.2,11575.6,13500.0,0.00094,0.06575342466,0.2709582784,0.2,5.018766914,4.716240566,4.304042099,0.2,0.8268637142,0.6284565128,0.611115308
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,1.0,11575.6,13400.0,0.00094,0.06575342466,0.1873637291,1,0.2817184459,0.4103669576,0.1925366238,1.0,8.66943601,9.421863544,7.447402242
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,2.0,11575.6,13300.0,0.00094,0.06575342466,0.2433535251,2,4.430246399,5.46983055,3.693801044,2.0,11.82916415,12.81370383,10.28286666
BANKNIFTY,04-Mar-2013,28-Mar-2013,2.05,1.7,11575.6,13200.0,0.00094,0.06575342466,0.2433891325,1.7,6.159322669,7.242876911,5.299839686,3.65,36.11113061,35.21814619,33.47201285
BANKNIFTY,04-Mar-2013,28-Mar-2013,-,4.7,11575.6,13100.0,0.00094,0.06575342466,0.2927550845,4.7,22.47698664,22.71225032,20.70746916,3.8,151.9059236,154.4163702,155.2673911
BANKNIFTY,04-Mar-2013,28-Mar-2013,2.5,3.4,11575.6,13000.0,0.00094,0.06575342466,0.4386641606,3.05,117.6565956,115.7265663,119.6330562,4.05,37.30070488,38.84829527,33.82784889
BANKNIFTY,04-Mar-2013,28-Mar-2013,4.4,4.0,11575.6,12900.0,0.00094,0.06575342466,0.2614834733,4,21.89411983,23.4161236,19.4317167,5.0,143.0139777,146.3655528,140.0807704
BANKNIFTY,04-Mar-2013,28-Mar-2013,5.85,4.65,11575.6,12700.0,0.00094,0.06575342466,0.3626392232,4.65,104.5253776,110.2759582,101.7813071,7.35,95.2354028,102.0060259,91.12100556
BANKNIFTY,04-Mar-2013,28-Mar-2013,7.9,4.15,11575.6,12800.0,0.00094,0.06575342466,0.3286331951,3.65,65.82805826,64.19813363,62.61230872,5.35,175.6826756,178.8992818,172.3156691
BANKNIFTY,04-Mar-2013,28-Mar-2013,11.05,10.2,11575.6,12500.0,0.00094,0.06575342466,0.3484690674,10.5,128.2985961,138.4626998,125.4760111,16.55,109.8081945,106.1988543,104.8307311
BANKNIFTY,04-Mar-2013,28-Mar-2013,8.95,7.05,11575.6,12600.0,0.00094,0.06575342466,0.3029314997,7.1,74.22534946,73.12130056,70.54236174,10.9,94.88729935,103.9271002,86.38950912
BANKNIFTY,04-Mar-2013,28-Mar-2013,15.05,14.2,11575.6,12400.0,0.00094,0.06575342466,0.2400187185,14.95,57.36611093,59.09635019,51.83370579,24.9,146.8985026,150.8186558,137.3335965
BANKNIFTY,04-Mar-2013,28-Mar-2013,20.15,20.45,11575.6,12300.0,0.00094,0.06575342466,0.2680316899,21.8,96.86480722,95.59286352,90.26604338,37.45,208.7293851,215.429404,199.8998236
BANKNIFTY,04-Mar-2013,28-Mar-2013,26,30.2,11575.6,12200.0,0.00094,0.06575342466,0.2971356818,31.85,146.9068213,147.4234574,140.2078556,53.0,312.1138092,310.5544375,302.5154324
BANKNIFTY,04-Mar-2013,28-Mar-2013,51.05,59.0,11575.6,12000.0,0.00094,0.06575342466,0.3214905839,62.5,231.9213315,237.0734223,224.3782533,107.5,225.2747078,230.0881234,213.8628983
BANKNIFTY,04-Mar-2013,28-Mar-2013,38,42.25,11575.6,12100.0,0.00094,0.06575342466,0.2807215558,44,156.7743814,158.589613,147.3474043,76.0,457.0864891,464.0080571,446.2457871
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,35.0,11792.05,14500.0,0.00094,0.06301369863,0.1358245724,-,1.14e-07,0.0,-0.0001404055636,35.0,4.91e-09,0.0,-0.0001670242541
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,62.75,11792.05,14300.0,0.00094,0.06301369863,0.1156394789,-,2.6e-09,0.0,-0.00018165064,62.75,6.51e-12,0.0,-0.0002434206104
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,69.1,11792.05,14400.0,0.00094,0.06301369863,0.1049976529,-,3.06e-12,0.0,-0.0002589238092,69.1,4.2e-08,0.0,-0.0001324040247
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,74.0,11792.05,14200.0,0.00094,0.06301369863,0.11717586,-,2.23e-08,0.0,-0.0001469077137,74.0,6e-16,0.0,-0.0002690396248
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,70.65,11792.05,14100.0,0.00094,0.06301369863,0.08094998074,-,1.57e-16,0.0,-0.0002864668945,70.65,0.008279454767,0.0,0.004340976243
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,112.05,11792.05,13800.0,0.00094,0.06301369863,0.1558666921,-,0.00566246343,0.0,0.002647562298,112.05,0.8061613753,0.8624163473,0.6133355735
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,5.0,11792.05,13600.0,0.00094,0.06301369863,0.2017847447,5,0.6369058759,0.6308635656,0.4597996972,5.0,1.011234757,1.057109535,0.7962180056
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,0.1,11792.05,13700.0,0.00094,0.06301369863,0.2169462882,0.1,0.8238298033,1.134079989,0.6350815564,0.1,10.41084033,10.57527324,9.378583802
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,0.2,11792.05,13500.0,0.00094,0.06301369863,0.2709582784,0.2,9.066675359,9.818130711,7.939823342,0.15,0.008017613088,0.03966467998,0.004274383597
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,96.45,11792.05,13900.0,0.00094,0.06301369863,0.1628043343,-,0.005666895001,0.0,0.00273660752,96.45,0.3246782574,0.351991039,0.2385640109
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,82.7,11792.05,14000.0,0.00094,0.06301369863,0.2211210982,-,0.2683626851,0.2153936224,0.200668453,82.7,1.082571687,1.364165633,0.7908338282
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,1.0,11792.05,13400.0,0.00094,0.06301369863,0.1873637291,1,0.8268637142,0.6284565128,0.611115308,2.2,13.98940998,13.50281302,12.22569726
BANKNIFTY,05-Mar-2013,28-Mar-2013,2.75,3.65,11792.05,13200.0,0.00094,0.06301369863,0.2433891325,3.65,11.82916415,12.81370383,10.28286666,3.65,10.25822332,10.62980825,8.998415136
BANKNIFTY,05-Mar-2013,28-Mar-2013,-,2.0,11792.05,13300.0,0.00094,0.06301369863,0.2433535251,2,8.66943601,9.421863544,7.447402242,2.0,161.5612227,161.574215,164.3217131
BANKNIFTY,05-Mar-2013,28-Mar-2013,3.55,4.05,11792.05,13000.0,0.00094,0.06301369863,0.4386641606,4.05,151.9059236,154.4163702,155.2673911,4.95,40.79143852,43.66132166,38.05303835
BANKNIFTY,05-Mar-2013,28-Mar-2013,3,3.8,11792.05,13100.0,0.00094,0.06301369863,0.2927550845,3.75,36.11113061,35.21814619,33.47201285,4.0,43.13768328,42.92055343,39.62995299
BANKNIFTY,05-Mar-2013,28-Mar-2013,4.2,5.0,11792.05,12900.0,0.00094,0.06301369863,0.2614834733,5,37.30070488,38.84829527,33.82784889,4.8,155.6973431,158.2866257,153.479961
BANKNIFTY,05-Mar-2013,28-Mar-2013,6.25,7.35,11792.05,12700.0,0.00094,0.06301369863,0.3626392232,7.95,143.0139777,146.3655528,140.0807704,10.1,122.744492,127.9239222,116.3750811
BANKNIFTY,05-Mar-2013,28-Mar-2013,8.1,10.9,11792.05,12600.0,0.00094,0.06301369863,0.3029314997,10.65,109.8081945,106.1988543,104.8307311,16.3,105.2247666,107.4151577,102.0101588
BANKNIFTY,05-Mar-2013,28-Mar-2013,4.75,5.35,11792.05,12800.0,0.00094,0.06301369863,0.3286331951,4.7,95.2354028,102.0060259,91.12100556,7.0,110.3769946,113.8883532,101.4914397
BANKNIFTY,05-Mar-2013,28-Mar-2013,17.3,24.9,11792.05,12400.0,0.00094,0.06301369863,0.2400187185,24.2,94.88729935,103.9271002,86.38950912,36.45,166.6242567,176.0383419,157.0499376
BANKNIFTY,05-Mar-2013,28-Mar-2013,25.85,37.45,11792.05,12300.0,0.00094,0.06301369863,0.2680316899,38.3,146.8985026,150.8186558,137.3335965,55.0,192.0770064,202.2711631,187.0931248
BANKNIFTY,05-Mar-2013,28-Mar-2013,12.4,16.55,11792.05,12500.0,0.00094,0.06301369863,0.3484690674,16.05,175.6826756,178.8992818,172.3156691,25.0,232.2695516,235.3233071,222.5642124
BANKNIFTY,05-Mar-2013,28-Mar-2013,27.1,53.0,11792.05,12200.0,0.00094,0.06301369863,0.2971356818,53.5,208.7293851,215.429404,199.8998236,78.45,252.060587,256.673789,240.5941584
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,35.0,11876.2,14500.0,0.00094,0.0602739726,0.1358245724,-,1.77e-07,0.0,-0.0001275429476,35.0,1.12e-08,0.0,-0.0001496697849
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,62.75,11876.2,14300.0,0.00094,0.0602739726,0.1156394789,-,4.91e-09,0.0,-0.0001670242541,62.75,1.74e-11,0.0,-0.0002251893313
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,69.1,11876.2,14400.0,0.00094,0.0602739726,0.1049976529,-,6.51e-12,0.0,-0.0002434206104,69.1,9.4e-08,0.0,-0.0001151722341
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,74.0,11876.2,14200.0,0.00094,0.0602739726,0.11717586,-,4.2e-08,0.0,-0.0001324040247,74.0,0.0123381143,0.0,0.00651641756
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,96.45,11876.2,13900.0,0.00094,0.0602739726,0.1628043343,-,0.008017613088,0.03966467998,0.004274383597,96.45,1.301626993,1.349623152,1.002056123
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,0.1,11876.2,13700.0,0.00094,0.0602739726,0.2169462882,0.1,1.011234757,1.057109535,0.7962180056,0.1,1.074453801,1.3158912,0.8167840796
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,5.0,11876.2,13600.0,0.00094,0.0602739726,0.2017847447,5,0.8061613753,0.8624163473,0.6133355735,5.0,0.4131875195,0.4374849,0.3151968416
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,82.7,11876.2,14000.0,0.00094,0.0602739726,0.2211210982,-,0.3246782574,0.351991039,0.2385640109,82.7,3.21e-15,0.0,-0.0002488835992
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,70.65,11876.2,14100.0,0.00094,0.0602739726,0.08094998074,-,6e-16,0.0,-0.0002690396248,70.65,0.01321279628,0.02266107339,0.00665562025
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,112.05,11876.2,13800.0,0.00094,0.0602739726,0.1558666921,-,0.008279454767,0.0,0.004340976243,112.05,1.495213903,1.410069133,1.148035715
BANKNIFTY,06-Mar-2013,28-Mar-2013,2.2,2.2,11876.2,13400.0,0.00094,0.0602739726,0.1873637291,2.2,1.082571687,1.364165633,0.7908338282,2.2,12.33038839,13.0538326,11.09782754
BANKNIFTY,06-Mar-2013,28-Mar-2013,0.15,0.15,11876.2,13500.0,0.00094,0.0602739726,0.2709582784,0.15,10.41084033,10.57527324,9.378583802,0.15,12.55658761,13.36379815,10.82988975
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,2.0,11876.2,13300.0,0.00094,0.0602739726,0.2433535251,2,10.25822332,10.62980825,8.998415136,2.0,17.09002688,18.69036941,15.19123897
BANKNIFTY,06-Mar-2013,28-Mar-2013,-,3.65,11876.2,13200.0,0.00094,0.0602739726,0.2433891325,3.65,13.98940998,13.50281302,12.22569726,3.0,47.19402071,47.03823628,44.48781304
BANKNIFTY,06-Mar-2013,28-Mar-2013,4,4.0,11876.2,13100.0,0.00094,0.0602739726,0.2927550845,4,40.79143852,43.66132166,38.05303835,5.0,174.1793301,174.397735,176.4302833
BANKNIFTY,06-Mar-2013,28-Mar-2013,4.45,4.95,11876.2,13000.0,0.00094,0.0602739726,0.4386641606,4.95,161.5612227,161.574215,164.3217131,7.5,51.17801511,52.819273,46.61604627
BANKNIFTY,06-Mar-2013,28-Mar-2013,6.4,4.8,11876.2,12900.0,0.00094,0.0602739726,0.2614834733,4.8,43.13768328,42.92055343,39.62995299,9.85,172.1745983,170.5784444,170.254823
BANKNIFTY,06-Mar-2013,28-Mar-2013,8.6,10.1,11876.2,12700.0,0.00094,0.0602739726,0.3626392232,10.2,155.6973431,158.2866257,153.479961,20.1,118.4056264,118.6037623,114.715075
BANKNIFTY,06-Mar-2013,28-Mar-2013,8.9,7.0,11876.2,12800.0,0.00094,0.0602739726,0.3286331951,7,105.2247666,107.4151577,102.0101588,13.5,139.7537319,135.0399161,134.2432875
BANKNIFTY,06-Mar-2013,28-Mar-2013,13.9,16.3,11876.2,12600.0,0.00094,0.0602739726,0.3029314997,17,122.744492,127.9239222,116.3750811,29.85,213.1922752,212.9150334,209.7161898
BANKNIFTY,06-Mar-2013,28-Mar-2013,20,25.0,11876.2,12500.0,0.00094,0.0602739726,0.3484690674,26.1,192.0770064,202.2711631,187.0931248,42.1,192.3488361,198.6717987,181.2797028
BANKNIFTY,06-Mar-2013,28-Mar-2013,44,55.0,11876.2,12300.0,0.00094,0.0602739726,0.2680316899,57.35,166.6242567,176.0383419,157.0499376,84.65,286.2296255,292.5887281,273.6231292
BANKNIFTY,06-Mar-2013,28-Mar-2013,29,36.45,11876.2,12400.0,0.00094,0.0602739726,0.2400187185,38.3,110.3769946,113.8883532,101.4914397,58.95,380.0233992,380.8954578,370.1843325
BANKNIFTY,07-Mar-2013,28-Mar-2013,-,62.75,11970.25,14300.0,0.00094,0.05753424658,0.1156394789,-,1.12e-08,0.0,-0.0001496697849,62.75,1.08e-09,0.0,-0.0001659668665
