Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,02-May-2013,30-May-2013,CE,9800.00,-,-,-,1697.30,-,2972.75,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,30-May-2013,CE,9500.00,-,-,-,1814.75,-,3270.80,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,30-May-2013,CE,9600.00,-,-,-,1849.75,-,3171.40,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,30-May-2013,CE,9700.00,-,-,-,1785.40,-,3072.05,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,30-May-2013,CE,9400.00,-,-,-,1743.45,-,3370.15,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,30-May-2013,CE,9300.00,-,-,-,1753.35,-,3469.50,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,14300.00,-,-,-,177.25,-,121.60,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,14200.00,-,-,-,190.05,-,137.10,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,14100.00,-,-,-,208.95,-,154.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,14000.00,-,-,-,229.90,-,173.10,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13900.00,-,-,-,167.25,-,193.85,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13800.00,-,-,-,185.15,-,216.95,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13600.00,-,-,-,143.45,-,268.20,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13700.00,-,-,-,204.65,-,241.15,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13500.00,-,-,-,148.50,-,297.60,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13400.00,-,-,-,165.35,-,329.40,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13300.00,-,-,-,183.80,-,363.75,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13200.00,-,-,-,203.90,-,400.70,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13100.00,-,-,-,141.00,-,440.35,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12700.00,739.85,739.85,460.00,460.00,460.00,460.00,2.00,6.65,29996.25,25.00,25.00,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12600.00,-,-,-,232.65,-,681.20,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12800.00,-,-,-,189.05,-,576.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12900.00,-,-,-,228.60,228.60,528.05,-,-,-,25.00,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,13000.00,260.00,318.70,260.00,318.70,318.70,318.70,32.00,106.41,240728.75,1500.00,275.00,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12500.00,-,-,-,400.00,401.00,738.10,-,-,-,50.00,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12100.00,-,-,-,376.00,-,994.00,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12200.00,-,-,-,342.75,-,925.85,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12000.00,-,-,-,710.00,710.00,1065.45,-,-,-,1450.00,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12400.00,-,-,-,283.15,-,797.85,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11900.00,-,-,-,449.80,-,1138.45,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,12300.00,-,-,-,311.80,-,860.45,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11800.00,-,-,-,490.50,-,1214.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11500.00,-,-,-,628.40,-,1455.20,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11600.00,-,-,-,579.75,-,1372.80,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11700.00,-,-,-,533.75,-,1292.45,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11400.00,-,-,-,679.80,-,1539.55,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11100.00,-,-,-,850.25,-,1802.60,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11000.00,-,-,-,912.45,-,1893.20,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10900.00,-,-,-,977.30,-,1985.00,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11200.00,-,-,-,790.70,-,1713.40,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,11300.00,-,-,-,733.90,-,1625.65,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10800.00,-,-,-,1044.70,-,2077.85,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10300.00,-,-,-,1418.00,-,2554.00,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10400.00,-,-,-,1338.95,-,2457.55,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10500.00,-,-,-,1731.00,1731.00,2361.60,-,-,-,25.00,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10700.00,-,-,-,1115.25,-,2171.65,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10600.00,-,-,-,1187.30,-,2266.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10100.00,-,-,-,1581.95,-,2748.20,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10200.00,-,-,-,1499.00,-,2650.90,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,10000.00,-,-,-,1666.55,-,2845.75,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,9800.00,-,-,-,1840.55,-,3041.60,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,9700.00,-,-,-,1876.30,-,3139.80,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,9900.00,-,-,-,1752.80,-,2943.60,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,9600.00,-,-,-,1766.25,-,3238.10,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,9500.00,-,-,-,1855.50,-,3336.50,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,9400.00,-,-,-,1825.05,-,3434.95,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,27-Jun-2013,CE,9300.00,-,-,-,1831.65,-,3533.50,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,14300.00,-,-,-,294.30,-,225.80,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,14200.00,-,-,-,317.65,-,247.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13900.00,-,-,-,396.75,-,319.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,14100.00,-,-,-,342.00,-,269.70,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13700.00,-,-,-,458.25,-,376.70,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,14000.00,-,-,-,368.55,-,293.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13800.00,-,-,-,426.60,-,347.05,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13600.00,-,-,-,491.65,-,408.35,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13500.00,-,-,-,526.95,-,441.95,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13400.00,-,-,-,564.10,-,477.70,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13300.00,-,-,-,603.25,-,515.55,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13200.00,-,-,-,644.35,-,555.60,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13100.00,-,-,-,687.45,-,597.85,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,13000.00,-,-,-,732.65,-,642.40,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12900.00,-,-,-,779.90,-,689.30,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12800.00,-,-,-,829.35,-,738.50,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12700.00,-,-,-,880.80,-,790.05,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12600.00,-,-,-,934.40,-,844.00,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12500.00,-,-,-,990.15,-,900.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12400.00,-,-,-,1048.00,-,958.85,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12300.00,-,-,-,1107.95,-,1019.80,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12100.00,-,-,-,1234.20,-,1148.65,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12200.00,-,-,-,1170.05,-,1083.10,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,12000.00,-,-,-,1300.35,-,1216.40,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11900.00,-,-,-,1369.15,-,1287.00,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11800.00,-,-,-,1439.40,-,1359.20,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11700.00,-,-,-,1511.60,-,1432.85,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11600.00,-,-,-,1585.05,-,1508.95,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11500.00,-,-,-,1660.80,-,1586.95,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11400.00,-,-,-,1738.30,-,1666.75,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11200.00,-,-,-,1898.15,-,1831.40,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11300.00,-,-,-,1817.40,-,1748.25,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11100.00,-,-,-,1980.40,-,1916.05,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,11000.00,-,-,-,1880.90,-,2002.10,-,-,-,-,-,12709.95
BANKNIFTY,02-May-2013,25-Jul-2013,CE,10900.00,-,-,-,1963.95,-,2089.50,-,-,-,-,-,12709.95
BANKNIFTY,03-May-2013,30-May-2013,CE,14300.00,13.90,13.90,1.20,1.20,1.20,1.20,2.00,7.15,377.50,25.00,25.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,14200.00,-,-,-,13.90,13.90,20.80,-,-,-,75.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,14100.00,3.10,3.10,3.10,3.10,3.10,3.10,1.00,3.53,77.50,525.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,14000.00,18.00,18.00,4.15,5.15,5.00,5.15,2564.00,8979.54,554477.50,49550.00,16450.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13900.00,20.00,20.00,6.00,6.45,6.00,6.45,115.00,399.93,30053.75,2575.00,650.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13800.00,30.00,30.00,6.50,7.05,6.50,7.05,421.00,1453.61,115630.00,7725.00,525.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13700.00,33.70,33.70,8.50,9.40,8.90,9.40,3346.00,11474.57,1451571.25,32800.00,-12950.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13500.00,60.05,60.15,13.25,14.70,13.55,14.70,15293.00,51721.15,10727362.50,120075.00,9775.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13600.00,44.20,44.20,10.00,11.40,10.20,11.40,3602.00,12266.17,1937311.25,32550.00,-2675.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13400.00,72.00,73.90,16.20,18.95,17.00,18.95,15558.00,52278.86,15956016.25,39475.00,12975.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13300.00,100.00,100.00,20.25,24.85,23.90,24.85,6039.00,20155.17,7549592.50,32050.00,1350.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13200.00,133.00,133.00,29.95,33.35,31.00,33.35,10170.00,33715.53,15452667.50,82925.00,22775.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13000.00,189.95,194.85,56.50,62.85,62.00,62.85,43508.00,142490.55,108955046.25,259900.00,-1050.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12900.00,207.25,207.25,75.50,85.50,75.50,85.50,11624.00,37869.96,38256041.25,46275.00,3400.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,13100.00,150.00,150.00,40.00,46.70,40.00,46.70,7928.00,26120.61,15641301.25,47375.00,18250.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12800.00,255.00,255.00,97.90,106.85,100.00,106.85,11399.00,36932.61,45581222.50,66900.00,13975.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12700.00,301.00,307.70,123.45,136.15,125.05,136.15,11919.00,38442.54,59971797.50,81575.00,6575.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12600.00,351.05,354.85,158.35,169.55,163.00,169.55,11933.00,38297.18,70823343.75,72950.00,27600.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12400.00,430.05,430.05,241.30,251.95,247.00,251.95,3983.00,12664.10,31679803.75,55000.00,10925.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12300.00,486.55,486.80,285.75,303.70,298.00,303.70,1390.00,4395.15,12089668.75,26375.00,-1125.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12500.00,420.00,420.00,196.90,207.60,202.05,207.60,12269.00,39192.35,85172636.25,104050.00,17575.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12200.00,552.10,552.10,345.00,363.30,360.00,363.30,493.00,1559.39,5573858.75,23825.00,-5825.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12100.00,600.00,600.05,415.00,425.70,415.00,425.70,178.00,562.93,2448010.00,9950.00,-4000.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11800.00,858.00,858.00,625.00,634.60,627.95,634.60,49.00,153.51,896432.50,41325.00,-300.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11700.00,901.20,901.20,640.00,719.30,697.15,719.30,32.00,99.76,616010.00,35300.00,-550.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11500.00,1079.30,1079.30,905.35,913.20,905.35,913.20,26.00,81.13,638070.00,54275.00,-350.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,12000.00,725.00,725.00,472.55,495.45,488.45,495.45,933.00,2936.76,13775792.50,57875.00,-4100.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11900.00,730.00,730.00,556.15,583.05,556.15,583.05,12.00,37.59,189051.25,2100.00,-125.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11600.00,930.00,930.00,930.00,930.00,930.00,930.00,1.00,3.13,23250.00,1700.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11000.00,1520.00,1540.00,1332.00,1352.00,1332.00,1352.00,50.00,155.69,1818877.50,14350.00,-1100.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11100.00,-,-,-,1300.00,1300.00,1387.95,-,-,-,800.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11400.00,1184.95,1184.95,975.00,975.00,975.00,975.00,9.00,27.97,232448.75,1925.00,-175.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11200.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1.00,3.09,28750.00,4800.00,-25.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,11300.00,1130.00,1157.40,1120.00,1120.00,1120.00,1120.00,7.00,21.76,198190.00,6150.00,-50.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10900.00,-,-,-,1599.00,1599.00,1574.90,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10600.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,2.00,6.19,88750.00,100.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10700.00,-,-,-,1200.50,-,1766.40,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10800.00,-,-,-,1000.00,1000.00,1670.20,-,-,-,125.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10500.00,2020.00,2020.00,1820.00,1822.75,1825.00,1822.75,23.00,71.32,1094170.00,8725.00,75.00,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10400.00,-,-,-,674.75,674.75,2059.05,-,-,-,100.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10100.00,-,-,-,1688.05,-,2355.15,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10000.00,-,-,-,2625.00,2625.00,2454.20,-,-,-,575.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10300.00,-,-,-,1517.95,-,2157.50,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,10200.00,-,-,-,886.50,886.50,2256.20,-,-,-,100.00,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,9900.00,-,-,-,1864.30,-,2553.40,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,9800.00,-,-,-,1697.30,-,2652.65,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,9700.00,-,-,-,1785.40,-,2751.95,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,9500.00,-,-,-,1814.75,-,2950.65,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,9300.00,-,-,-,1753.35,-,3149.40,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,9600.00,-,-,-,1849.75,-,2851.25,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,30-May-2013,CE,9400.00,-,-,-,1743.45,-,3050.00,-,-,-,-,-,12393.60
BANKNIFTY,03-May-2013,27-Jun-2013,CE,14300.00,-,-,-,177.25,-,88.35,-,-,-,-,-,12393.60
