Strike_Price,Spot_Price,Time,BS_Call,MC_Call,FD_Call,close,pred,C(T+1)
12165.4,11700.0,0.1232876712,872.8672445,871.4368698,844.8430385,1270.4,1270.0338546679577,1270.4
12017.25,11700.0,0.09589041096,701.1291833,720.530122,679.2436252,690.0,683.5496110499436,720.0
15111.2,14400.0,0.197260274,946.2979138,995.7486472,765.499624,367.75,368.3903480039056,367.75
11283.3,11000.0,0.1424657534,753.2032952,775.3849378,728.8435277,610.0,609.2831051167643,610.0
15287.25,14900.0,0.2383561644,766.2318971,806.0472189,595.334617,1144.5,1144.3923557882479,1144.5
18747.35,19000.0,0.104109589,1150.657653,1158.006913,1206.670626,411.2,410.08135847219876,346.2
14931.1,15100.0,0.1369863014,570.3212454,591.6274652,531.752055,1040.1,1039.7224289860633,1040.1
12853.2,12700.0,0.1561643836,879.018145,891.4648406,875.7727355,880.8,880.871311509496,880.8
11278.35,11500.0,0.1342465753,546.802545,561.8303117,534.1796655,282.3,282.5862476091835,728.7
18462.95,18200.0,0.2136986301,2048.356708,2079.463262,2209.943646,843.45,842.853217688979,843.45
10447.85,10600.0,0.1945205479,446.2585953,480.722653,384.5201464,363.0,363.00048365015357,363.0
18326.6,18800.0,0.1917808219,1120.187166,1116.817143,1121.822382,572.1,571.7797444147228,572.1
15464.85,14900.0,0.1342465753,760.7015993,782.7967545,649.1153886,504.35,504.56914730581053,504.35
14910.9,14400.0,0.2136986301,786.8713204,814.9970899,611.9536021,1461.4,1460.7624211036648,1461.4
18037.05,18500.0,0.1780821918,1277.196593,1315.923559,1331.38344,399.95,399.84059330395974,399.95
15385.95,14700.0,0.1808219178,901.7518458,942.9109138,732.9137501,1139.3,1138.3902278674548,1139.3
11735.5,11300.0,0.104109589,787.4966048,804.999788,764.9478855,1643.3,1644.9864177777417,425.0
12609.15,12300.0,0.08493150685,608.083774,608.8932926,583.5324383,497.2,484.65078337085515,453.35
17830.55,18300.0,0.1205479452,917.0028707,957.2045302,936.9819344,387.5,386.91790275833034,404.7
13239.45,12900.0,0.1150684932,713.8752004,719.9046221,679.7532256,400.0,398.58586330586843,400.0
10929.05,11200.0,0.1397260274,450.3133556,459.1276446,426.3879807,313.75,312.8272567288186,319.25
11125.65,11100.0,0.08493150685,449.6404483,457.5213982,433.0597538,361.65,348.3649460930268,336.15
12065.9,11900.0,0.1424657534,761.933663,766.0976993,747.2645681,700.0,699.7019203740798,522.15
13181.5,13400.0,0.104109589,261.3449391,269.5130059,231.5565882,300.0,286.63495864786967,283.0
11852.65,12200.0,0.1945205479,535.3187838,568.838353,507.3184864,1181.5,1181.732107477055,1181.5
