Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,13300.00,-,-,-,221.30,-,40.20,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,13200.00,-,-,-,257.25,-,48.00,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,13100.00,-,-,-,297.25,-,57.05,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10800.00,-,-,-,1822.00,-,997.10,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10700.00,-,-,-,1847.35,-,1077.45,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10900.00,-,-,-,1861.70,-,919.55,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10600.00,-,-,-,1623.50,-,1160.35,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10300.00,-,-,-,1701.50,-,1422.25,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10200.00,-,-,-,1799.05,-,1513.20,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10500.00,-,-,-,1720.40,-,1245.60,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10400.00,-,-,-,1790.90,-,1333.00,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10100.00,-,-,-,1563.15,-,1605.55,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,9900.00,-,-,-,1749.05,-,1793.70,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,25-Apr-2013,CE,10000.00,-,-,-,1655.50,-,1699.10,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,30-May-2013,CE,12800.00,-,-,-,204.00,-,202.15,-,-,-,-,-,11540.05
BANKNIFTY,01-Mar-2013,30-May-2013,CE,12900.00,-,-,-,182.80,-,180.55,-,-,-,-,-,11540.05
